FNAME	FID
20161208054620083+-+01+-+1+-+1+-+298131+-+YEP0PTD160LF|00|A|101634202861|01+-+3+-++-+YEP0PTD160LF|00|A|101634202861|01.U01	548
20161208052716083+-+01+-+1+-+1+-+298047+-+YEP0PTD160LF|00|A|101634202760|01+-+3+-++-+YEP0PTD160LF|00|A|101634202760|01.U01	504
20161208055659307+-+01+-+1+-+1+-+298185+-+YEP0PTD160LF|00|A|101634202710|01+-+3+-++-+YEP0PTD160LF|00|A|101634202710|01.U01	574
20161208060108801+-+01+-+1+-+2+-+298205+-+YEP0PTD160LF|00|A|101634202835|01+-+3+-++-+YEP0PTD160LF|00|A|101634202835|01.U01	587
20161208053501163+-+01+-+1+-+2+-+298089+-+YEP0PTD160LF|00|A|101634202733|01+-+3+-++-+YEP0PTD160LF|00|A|101634202733|01.U01	525
20161208052845838+-+01+-+1+-+1+-+298055+-+YEP0PTD160LF|00|A|101634202795|01+-+3+-++-+YEP0PTD160LF|00|A|101634202795|01.U01	508
20161208053556462+-+01+-+1+-+1+-+298091+-+YEP0PTD160LF|00|A|101634202734|01+-+3+-++-+YEP0PTD160LF|00|A|101634202734|01.U01	526
20161208055123828+-+01+-+1+-+1+-+298159+-+YEP0PTD160LF|00|A|101634202746|01+-+3+-++-+YEP0PTD160LF|00|A|101634202746|01.U01	562
20161208054558220+-+01+-+1+-+2+-+298129+-+YEP0PTD160LF|00|A|101634202862|01+-+3+-++-+YEP0PTD160LF|00|A|101634202862|01.U01	547
20161208054134602+-+01+-+1+-+2+-+298105+-+YEP0PTD160LF|00|A|101634202875|01+-+3+-++-+YEP0PTD160LF|00|A|101634202875|01.U01	533
20161208060529216+-+01+-+1+-+2+-+298229+-+YEP0PTD160LF|00|A|101634202848|01+-+3+-++-+YEP0PTD160LF|00|A|101634202848|01.U01	599
20161208054242523+-+01+-+1+-+1+-+298111+-+YEP0PTD160LF|00|A|101634202873|01+-+3+-++-+YEP0PTD160LF|00|A|101634202873|01.U01	538
20161208053332665+-+01+-+1+-+2+-+298081+-+YEP0PTD160LF|00|A|101634202729|01+-+3+-++-+YEP0PTD160LF|00|A|101634202729|01.U01	521
20161208055942220+-+01+-+1+-+2+-+298197+-+YEP0PTD160LF|00|A|101634202830|01+-+3+-++-+YEP0PTD160LF|00|A|101634202830|01.U01	583
20161208053015187+-+01+-+1+-+1+-+298063+-+YEP0PTD160LF|00|A|101634202799|01+-+3+-++-+YEP0PTD160LF|00|A|101634202799|01.U01	512
20161208054225228+-+01+-+1+-+1+-+298111+-+YEP0PTD160LF|00|A|101634202873|01+-+5+-++-+YEP0PTD160LF|00|A|101634202873|01.U01	537
20161208054703237+-+01+-+1+-+1+-+298135+-+YEP0PTD160LF|00|A|101634202859|01+-+3+-++-+YEP0PTD160LF|00|A|101634202859|01.U01	550
20161208053141559+-+01+-+1+-+1+-+298071+-+YEP0PTD160LF|00|A|101634202723|01+-+3+-++-+YEP0PTD160LF|00|A|101634202723|01.U01	516
20161208053356644+-+01+-+1+-+1+-+298083+-+YEP0PTD160LF|00|A|101634202730|01+-+3+-++-+YEP0PTD160LF|00|A|101634202730|01.U01	522
20161208054641449+-+01+-+1+-+2+-+298133+-+YEP0PTD160LF|00|A|101634202860|01+-+3+-++-+YEP0PTD160LF|00|A|101634202860|01.U01	549
20161208053903064+-+01+-+1+-+1+-+298095+-+YEP0PTD160LF|00|A|101634202881|01+-+3+-++-+YEP0PTD160LF|00|A|101634202881|01.U01	528
20161208054829708+-+01+-+1+-+1+-+298143+-+YEP0PTD160LF|00|A|101634202737|01+-+3+-++-+YEP0PTD160LF|00|A|101634202737|01.U01	554
20161208052608597+-+01+-+1+-+2+-+298045+-+YEP0PTD160LF|00|A|101634202761|01+-+3+-++-+YEP0PTD160LF|00|A|101634202761|01.U01	503
20161208055751226+-+01+-+1+-+1+-+298187+-+YEP0PTD160LF|00|A|101634202826|01+-+3+-++-+YEP0PTD160LF|00|A|101634202826|01.U01	577
20161208052953368+-+01+-+1+-+2+-+298061+-+YEP0PTD160LF|00|A|101634202798|01+-+3+-++-+YEP0PTD160LF|00|A|101634202798|01.U01	511
20161208060319591+-+01+-+1+-+2+-+298217+-+YEP0PTD160LF|00|A|101634202842|01+-+3+-++-+YEP0PTD160LF|00|A|101634202842|01.U01	593
20161208052802836+-+01+-+1+-+1+-+298051+-+YEP0PTD160LF|00|A|101634202792|01+-+3+-++-+YEP0PTD160LF|00|A|101634202792|01.U01	506
20161208060025409+-+01+-+1+-+2+-+298201+-+YEP0PTD160LF|00|A|101634202833|01+-+3+-++-+YEP0PTD160LF|00|A|101634202833|01.U01	585
20161208053617758+-+01+-+1+-+2+-+298093+-+YEP0PTD160LF|00|A|101634202735|01+-+3+-++-+YEP0PTD160LF|00|A|101634202735|01.U01	527
20161208060445924+-+01+-+1+-+2+-+298225+-+YEP0PTD160LF|00|A|101634202846|01+-+3+-++-+YEP0PTD160LF|00|A|101634202846|01.U01	597
20161208060047412+-+01+-+1+-+1+-+298203+-+YEP0PTD160LF|00|A|101634202834|01+-+3+-++-+YEP0PTD160LF|00|A|101634202834|01.U01	586
20161208055145223+-+01+-+1+-+2+-+298161+-+YEP0PTD160LF|00|A|101634202748|01+-+3+-++-+YEP0PTD160LF|00|A|101634202748|01.U01	563
20161208054514918+-+01+-+1+-+2+-+298125+-+YEP0PTD160LF|00|A|101634202865|01+-+3+-++-+YEP0PTD160LF|00|A|101634202865|01.U01	545
20161208052740600+-+01+-+1+-+2+-+298049+-+YEP0PTD160LF|00|A|101634202791|01+-+3+-++-+YEP0PTD160LF|00|A|101634202791|01.U01	505
20161208054220560+-+01+-+1+-+2+-+298109+-+YEP0PTD160LF|00|A|101634202874|01+-+3+-++-+YEP0PTD160LF|00|A|101634202874|01.U01	536
20161208053036518+-+01+-+1+-+2+-+298065+-+YEP0PTD160LF|00|A|101634202800|01+-+3+-++-+YEP0PTD160LF|00|A|101634202800|01.U01	513
20161208054431486+-+01+-+1+-+2+-+298121+-+YEP0PTD160LF|00|A|101634202867|01+-+3+-++-+YEP0PTD160LF|00|A|101634202867|01.U01	543
20161208052909158+-+01+-+1+-+2+-+298057+-+YEP0PTD160LF|00|A|101634202796|01+-+3+-++-+YEP0PTD160LF|00|A|101634202796|01.U01	509
20161208055720685+-+01+-+1+-+2+-+298183+-+YEP0PTD160LF|00|A|101634202709|01+-+3+-++-+YEP0PTD160LF|00|A|101634202709|01.U01	575
20161208055812579+-+01+-+1+-+2+-+298189+-+YEP0PTD160LF|00|A|101634202825|01+-+3+-++-+YEP0PTD160LF|00|A|101634202825|01.U01	579
20161208053058258+-+01+-+1+-+1+-+298067+-+YEP0PTD160LF|00|A|101634202801|01+-+3+-++-+YEP0PTD160LF|00|A|101634202801|01.U01	514
20161208060130714+-+01+-+1+-+1+-+298207+-+YEP0PTD160LF|00|A|101634202836|01+-+3+-++-+YEP0PTD160LF|00|A|101634202836|01.U01	588
20161208054326889+-+01+-+1+-+1+-+298115+-+YEP0PTD160LF|00|A|101634202871|01+-+3+-++-+YEP0PTD160LF|00|A|101634202871|01.U01	540
20161208055207258+-+01+-+1+-+1+-+298163+-+YEP0PTD160LF|00|A|101634202749|01+-+3+-++-+YEP0PTD160LF|00|A|101634202749|01.U01	564
20161208054807644+-+01+-+1+-+2+-+298141+-+YEP0PTD160LF|00|A|101634202736|01+-+3+-++-+YEP0PTD160LF|00|A|101634202736|01.U01	553
20161208054912994+-+01+-+1+-+1+-+298147+-+YEP0PTD160LF|00|A|101634202739|01+-+3+-++-+YEP0PTD160LF|00|A|101634202739|01.U01	556
20161208055615345+-+01+-+1+-+1+-+298181+-+YEP0PTD160LF|00|A|101634202758|01+-+3+-++-+YEP0PTD160LF|00|A|101634202758|01.U01	572
20161208053249421+-+01+-+1+-+2+-+298077+-+YEP0PTD160LF|00|A|101634202726|01+-+3+-++-+YEP0PTD160LF|00|A|101634202726|01.U01	519
20161208052241417+-+01+-+1+-+1+-+298043+-+YEP0PTD160LF|00|A|101634202765|01+-+3+-++-+YEP0PTD160LF|00|A|101634202765|01.U01	502
20161208055308733+-+01+-+1+-+1+-+298167+-+YEP0PTD160LF|00|A|101634202751|01+-+3+-++-+YEP0PTD160LF|00|A|101634202751|01.U01	566
20161208055749082+-+01+-+1+-+1+-+298187+-+YEP0PTD160LF|00|A|101634202826|01+-+5+-++-+YEP0PTD160LF|00|A|101634202826|01.U01	576
20161208054100733+-+01+-+1+-+2+-+298103+-+YEP0PTD160LF|00|A|101634202877|01+-+3+-++-+YEP0PTD160LF|00|A|101634202877|01.U01	532
20161208054303803+-+01+-+1+-+2+-+298113+-+YEP0PTD160LF|00|A|101634202872|01+-+3+-++-+YEP0PTD160LF|00|A|101634202872|01.U01	539
20161208054746436+-+01+-+1+-+1+-+298139+-+YEP0PTD160LF|00|A|101634202857|01+-+3+-++-+YEP0PTD160LF|00|A|101634202857|01.U01	552
20161208060341403+-+01+-+1+-+1+-+298219+-+YEP0PTD160LF|00|A|101634202843|01+-+3+-++-+YEP0PTD160LF|00|A|101634202843|01.U01	594
20161208055102009+-+01+-+1+-+2+-+298157+-+YEP0PTD160LF|00|A|101634202745|01+-+3+-++-+YEP0PTD160LF|00|A|101634202745|01.U01	561
20161208052219612+-+01+-+1+-+2+-+298041+-+YEP0PTD160LF|00|A|101634202768|01+-+3+-++-+YEP0PTD160LF|00|A|101634202768|01.U01	501
20161208060257306+-+01+-+1+-+1+-+298215+-+YEP0PTD160LF|00|A|101634202840|01+-+3+-++-+YEP0PTD160LF|00|A|101634202840|01.U01	592
20161208055917837+-+01+-+1+-+1+-+298195+-+YEP0PTD160LF|00|A|101634202831|01+-+3+-++-+YEP0PTD160LF|00|A|101634202831|01.U01	582
20161208054039457+-+01+-+1+-+1+-+298101+-+YEP0PTD160LF|00|A|101634202878|01+-+3+-++-+YEP0PTD160LF|00|A|101634202878|01.U01	531
20161208055354502+-+01+-+1+-+1+-+298171+-+YEP0PTD160LF|00|A|101634202753|01+-+3+-++-+YEP0PTD160LF|00|A|101634202753|01.U01	568
20161208055756101+-+01+-+1+-+2+-+298189+-+YEP0PTD160LF|00|A|101634202825|01+-+5+-++-+YEP0PTD160LF|00|A|101634202825|01.U01	578
20161208054453499+-+01+-+1+-+1+-+298123+-+YEP0PTD160LF|00|A|101634202866|01+-+3+-++-+YEP0PTD160LF|00|A|101634202866|01.U01	544
20161208060507933+-+01+-+1+-+1+-+298227+-+YEP0PTD160LF|00|A|101634202847|01+-+3+-++-+YEP0PTD160LF|00|A|101634202847|01.U01	598
20161208055834531+-+01+-+1+-+1+-+298191+-+YEP0PTD160LF|00|A|101634202828|01+-+3+-++-+YEP0PTD160LF|00|A|101634202828|01.U01	580
20161208054206606+-+01+-+1+-+2+-+298109+-+YEP0PTD160LF|00|A|101634202874|01+-+5+-++-+YEP0PTD160LF|00|A|101634202874|01.U01	535
20161208055040676+-+01+-+1+-+1+-+298155+-+YEP0PTD160LF|00|A|101634202744|01+-+3+-++-+YEP0PTD160LF|00|A|101634202744|01.U01	560
20161208053439836+-+01+-+1+-+1+-+298087+-+YEP0PTD160LF|00|A|101634202732|01+-+3+-++-+YEP0PTD160LF|00|A|101634202732|01.U01	524
20161208055415825+-+01+-+1+-+2+-+298173+-+YEP0PTD160LF|00|A|101634202754|01+-+3+-++-+YEP0PTD160LF|00|A|101634202754|01.U01	569
20161208054348269+-+01+-+1+-+2+-+298117+-+YEP0PTD160LF|00|A|101634202869|01+-+3+-++-+YEP0PTD160LF|00|A|101634202869|01.U01	541
20161208060004174+-+01+-+1+-+1+-+298199+-+YEP0PTD160LF|00|A|101634202832|01+-+3+-++-+YEP0PTD160LF|00|A|101634202832|01.U01	584
20161208054536914+-+01+-+1+-+1+-+298127+-+YEP0PTD160LF|00|A|101634202864|01+-+3+-++-+YEP0PTD160LF|00|A|101634202864|01.U01	546
20161208055437691+-+01+-+1+-+1+-+298175+-+YEP0PTD160LF|00|A|101634202755|01+-+3+-++-+YEP0PTD160LF|00|A|101634202755|01.U01	570
20161208054017704+-+01+-+1+-+2+-+298099+-+YEP0PTD160LF|00|A|101634202879|01+-+3+-++-+YEP0PTD160LF|00|A|101634202879|01.U01	530
20161208060213904+-+01+-+1+-+1+-+298211+-+YEP0PTD160LF|00|A|101634202838|01+-+3+-++-+YEP0PTD160LF|00|A|101634202838|01.U01	590
20161208060424617+-+01+-+1+-+1+-+298223+-+YEP0PTD160LF|00|A|101634202845|01+-+3+-++-+YEP0PTD160LF|00|A|101634202845|01.U01	596
20161208054851056+-+01+-+1+-+2+-+298145+-+YEP0PTD160LF|00|A|101634202738|01+-+3+-++-+YEP0PTD160LF|00|A|101634202738|01.U01	555
20161208052931074+-+01+-+1+-+1+-+298059+-+YEP0PTD160LF|00|A|101634202797|01+-+3+-++-+YEP0PTD160LF|00|A|101634202797|01.U01	510
20161208053956331+-+01+-+1+-+1+-+298097+-+YEP0PTD160LF|00|A|101634202880|01+-+3+-++-+YEP0PTD160LF|00|A|101634202880|01.U01	529
20161208060152083+-+01+-+1+-+2+-+298209+-+YEP0PTD160LF|00|A|101634202837|01+-+3+-++-+YEP0PTD160LF|00|A|101634202837|01.U01	589
20161208060551030+-+01+-+1+-+1+-+298231+-+YEP0PTD160LF|00|A|101634202849|01+-+3+-++-+YEP0PTD160LF|00|A|101634202849|01.U01	600
20161208060235264+-+01+-+1+-+2+-+298213+-+YEP0PTD160LF|00|A|101634202839|01+-+3+-++-+YEP0PTD160LF|00|A|101634202839|01.U01	591
20161208054156528+-+01+-+1+-+1+-+298107+-+YEP0PTD160LF|00|A|101634202876|01+-+3+-++-+YEP0PTD160LF|00|A|101634202876|01.U01	534
20161208055228420+-+01+-+1+-+2+-+298165+-+YEP0PTD160LF|00|A|101634202750|01+-+3+-++-+YEP0PTD160LF|00|A|101634202750|01.U01	565
20161208055637449+-+01+-+1+-+2+-+298179+-+YEP0PTD160LF|00|A|101634202759|01+-+3+-++-+YEP0PTD160LF|00|A|101634202759|01.U01	573
20161208053119516+-+01+-+1+-+2+-+298069+-+YEP0PTD160LF|00|A|101634202722|01+-+3+-++-+YEP0PTD160LF|00|A|101634202722|01.U01	515
20161208054410223+-+01+-+1+-+1+-+298119+-+YEP0PTD160LF|00|A|101634202868|01+-+3+-++-+YEP0PTD160LF|00|A|101634202868|01.U01	542
20161208060402739+-+01+-+1+-+2+-+298221+-+YEP0PTD160LF|00|A|101634202844|01+-+3+-++-+YEP0PTD160LF|00|A|101634202844|01.U01	595
20161208054724574+-+01+-+1+-+2+-+298137+-+YEP0PTD160LF|00|A|101634202858|01+-+3+-++-+YEP0PTD160LF|00|A|101634202858|01.U01	551
20161208053205119+-+01+-+1+-+2+-+298073+-+YEP0PTD160LF|00|A|101634202724|01+-+3+-++-+YEP0PTD160LF|00|A|101634202724|01.U01	517
20161208053311370+-+01+-+1+-+1+-+298079+-+YEP0PTD160LF|00|A|101634202727|01+-+3+-++-+YEP0PTD160LF|00|A|101634202727|01.U01	520
20161208055017561+-+01+-+1+-+2+-+298153+-+YEP0PTD160LF|00|A|101634202743|01+-+3+-++-+YEP0PTD160LF|00|A|101634202743|01.U01	559
20161208052824027+-+01+-+1+-+2+-+298053+-+YEP0PTD160LF|00|A|101634202793|01+-+3+-++-+YEP0PTD160LF|00|A|101634202793|01.U01	507
20161208055552723+-+01+-+1+-+2+-+298177+-+YEP0PTD160LF|00|A|101634202756|01+-+3+-++-+YEP0PTD160LF|00|A|101634202756|01.U01	571
20161208063559587+-+01+-+1+-+2+-+298349+-+YEP0PTD160LF|00|A|101634202961|01+-+3+-++-+YEP0PTD160LF|00|A|101634202961|01.U01	663
20161208063727392+-+01+-+1+-+2+-+298357+-+YEP0PTD160LF|00|A|101634202956|01+-+3+-++-+YEP0PTD160LF|00|A|101634202956|01.U01	669
20161208063141740+-+01+-+1+-+1+-+298327+-+YEP0PTD160LF|00|A|101634202972|01+-+3+-++-+YEP0PTD160LF|00|A|101634202972|01.U01	652
20161208064020239+-+01+-+1+-+2+-+298373+-+YEP0PTD160LF|00|A|101634202980|01+-+3+-++-+YEP0PTD160LF|00|A|101634202980|01.U01	677
20161208064210641+-+01+-+1+-+1+-+298383+-+YEP0PTD160LF|00|A|101634202985|01+-+3+-++-+YEP0PTD160LF|00|A|101634202985|01.U01	682
20161208063958884+-+01+-+1+-+1+-+298371+-+YEP0PTD160LF|00|A|101634202949|01+-+3+-++-+YEP0PTD160LF|00|A|101634202949|01.U01	676
20161208061042887+-+01+-+1+-+2+-+298257+-+YEP0PTD160LF|00|A|101634202887|01+-+3+-++-+YEP0PTD160LF|00|A|101634202887|01.U01	613
20161208063432940+-+01+-+1+-+2+-+298341+-+YEP0PTD160LF|00|A|101634202965|01+-+3+-++-+YEP0PTD160LF|00|A|101634202965|01.U01	659
20161208064659452+-+01+-+1+-+2+-+298405+-+YEP0PTD160LF|00|A|101634202998|01+-+3+-++-+YEP0PTD160LF|00|A|101634202998|01.U01	693
20161208063327374+-+01+-+1+-+1+-+298335+-+YEP0PTD160LF|00|A|101634202968|01+-+3+-++-+YEP0PTD160LF|00|A|101634202968|01.U01	656
20161208062233130+-+01+-+1+-+1+-+298291+-+YEP0PTD160LF|00|A|101634202909|01+-+3+-++-+YEP0PTD160LF|00|A|101634202909|01.U01	632
20161208062848783+-+01+-+1+-+1+-+298311+-+YEP0PTD160LF|00|A|101634202919|01+-+3+-++-+YEP0PTD160LF|00|A|101634202919|01.U01	644
20161208063119907+-+01+-+1+-+2+-+298325+-+YEP0PTD160LF|00|A|101634202928|01+-+3+-++-+YEP0PTD160LF|00|A|101634202928|01.U01	651
20161208063853887+-+01+-+1+-+2+-+298365+-+YEP0PTD160LF|00|A|101634202952|01+-+3+-++-+YEP0PTD160LF|00|A|101634202952|01.U01	673
20161208063749379+-+01+-+1+-+1+-+298359+-+YEP0PTD160LF|00|A|101634202955|01+-+3+-++-+YEP0PTD160LF|00|A|101634202955|01.U01	670
20161208063015331+-+01+-+1+-+1+-+298319+-+YEP0PTD160LF|00|A|101634202923|01+-+3+-++-+YEP0PTD160LF|00|A|101634202923|01.U01	648
20161208064525242+-+01+-+1+-+2+-+298401+-+YEP0PTD160LF|00|A|101634202996|01+-+3+-++-+YEP0PTD160LF|00|A|101634202996|01.U01	691
20161208060915482+-+01+-+1+-+2+-+298249+-+YEP0PTD160LF|00|A|101634202891|01+-+3+-++-+YEP0PTD160LF|00|A|101634202891|01.U01	609
20161208065404898+-+01+-+1+-+2+-+298413+-+YEP0PTD160LF|00|A|101634203002|01+-+3+-++-+YEP0PTD160LF|00|A|101634203002|01.U01	697
20161208063810830+-+01+-+1+-+2+-+298361+-+YEP0PTD160LF|00|A|101634202954|01+-+3+-++-+YEP0PTD160LF|00|A|101634202954|01.U01	671
20161208064232041+-+01+-+1+-+2+-+298385+-+YEP0PTD160LF|00|A|101634202987|01+-+3+-++-+YEP0PTD160LF|00|A|101634202987|01.U01	683
20161208061448959+-+01+-+1+-+2+-+298277+-+YEP0PTD160LF|00|A|101634202851|01+-+3+-++-+YEP0PTD160LF|00|A|101634202851|01.U01	625
20161208060749248+-+01+-+1+-+2+-+298239+-+YEP0PTD160LF|00|A|101634202895|01+-+3+-++-+YEP0PTD160LF|00|A|101634202895|01.U01	605
20161208061756484+-+01+-+1+-+2+-+298281+-+YEP0PTD160LF|00|A|101634202903|01+-+3+-++-+YEP0PTD160LF|00|A|101634202903|01.U01	627
20161208064358601+-+01+-+1+-+2+-+298393+-+YEP0PTD160LF|00|A|101634202992|01+-+3+-++-+YEP0PTD160LF|00|A|101634202992|01.U01	687
20161208061844228+-+01+-+1+-+2+-+298283+-+YEP0PTD160LF|00|A|101634202904|01+-+3+-++-+YEP0PTD160LF|00|A|101634202904|01.U01	628
20161208063036557+-+01+-+1+-+2+-+298321+-+YEP0PTD160LF|00|A|101634202924|01+-+3+-++-+YEP0PTD160LF|00|A|101634202924|01.U01	649
20161208065901527+-+01+-+1+-+1+-+298419+-+YEP0PTD160LF|00|A|101634300059|01+-+3+-++-+YEP0PTD160LF|00|A|101634300059|01.U01	700
20161208062412287+-+01+-+1+-+2+-+298299+-+YEP0PTD160LF|00|A|101634202914|01+-+3+-++-+YEP0PTD160LF|00|A|101634202914|01.U01	636
20161208064042318+-+01+-+1+-+1+-+298375+-+YEP0PTD160LF|00|A|101634202981|01+-+3+-++-+YEP0PTD160LF|00|A|101634202981|01.U01	678
20161208061328023+-+01+-+1+-+2+-+298271+-+YEP0PTD160LF|00|A|101634202855|01+-+3+-++-+YEP0PTD160LF|00|A|101634202855|01.U01	622
20161208061421905+-+01+-+1+-+2+-+298275+-+YEP0PTD160LF|00|A|101634202852|01+-+3+-++-+YEP0PTD160LF|00|A|101634202852|01.U01	624
20161208065426914+-+01+-+1+-+1+-+298415+-+YEP0PTD160LF|00|A|101634203003|01+-+3+-++-+YEP0PTD160LF|00|A|101634203003|01.U01	698
20161208063706145+-+01+-+1+-+1+-+298355+-+YEP0PTD160LF|00|A|101634202957|01+-+3+-++-+YEP0PTD160LF|00|A|101634202957|01.U01	667
20161208064126655+-+01+-+1+-+1+-+298379+-+YEP0PTD160LF|00|A|101634202983|01+-+3+-++-+YEP0PTD160LF|00|A|101634202983|01.U01	680
20161208065343576+-+01+-+1+-+1+-+298411+-+YEP0PTD160LF|00|A|101634203001|01+-+3+-++-+YEP0PTD160LF|00|A|101634203001|01.U01	696
20161208063915779+-+01+-+1+-+1+-+298367+-+YEP0PTD160LF|00|A|101634202951|01+-+3+-++-+YEP0PTD160LF|00|A|101634202951|01.U01	674
20161208062211113+-+01+-+1+-+2+-+298289+-+YEP0PTD160LF|00|A|101634202907|01+-+3+-++-+YEP0PTD160LF|00|A|101634202907|01.U01	631
20161208062338724+-+01+-+1+-+2+-+298297+-+YEP0PTD160LF|00|A|101634202912|01+-+3+-++-+YEP0PTD160LF|00|A|101634202912|01.U01	635
20161208062826905+-+01+-+1+-+2+-+298309+-+YEP0PTD160LF|00|A|101634202918|01+-+3+-++-+YEP0PTD160LF|00|A|101634202918|01.U01	643
20161208062953447+-+01+-+1+-+2+-+298317+-+YEP0PTD160LF|00|A|101634202922|01+-+3+-++-+YEP0PTD160LF|00|A|101634202922|01.U01	647
20161208061147939+-+01+-+1+-+1+-+298263+-+YEP0PTD160LF|00|A|101634202884|01+-+3+-++-+YEP0PTD160LF|00|A|101634202884|01.U01	616
20161208064611663+-+01+-+1+-+1+-+298403+-+YEP0PTD160LF|00|A|101634202997|01+-+3+-++-+YEP0PTD160LF|00|A|101634202997|01.U01	692
20161208063411584+-+01+-+1+-+1+-+298339+-+YEP0PTD160LF|00|A|101634202966|01+-+3+-++-+YEP0PTD160LF|00|A|101634202966|01.U01	658
20161208063222169+-+01+-+1+-+2+-+298329+-+YEP0PTD160LF|00|A|101634202971|01+-+3+-++-+YEP0PTD160LF|00|A|101634202971|01.U01	653
20161208062805808+-+01+-+1+-+1+-+298307+-+YEP0PTD160LF|00|A|101634202917|01+-+3+-++-+YEP0PTD160LF|00|A|101634202917|01.U01	642
20161208063709776+-+01+-+1+-+2+-+298357+-+YEP0PTD160LF|00|A|101634202956|01+-+5+-++-+YEP0PTD160LF|00|A|101634202956|01.U01	668
20161208062910190+-+01+-+1+-+2+-+298313+-+YEP0PTD160LF|00|A|101634202920|01+-+3+-++-+YEP0PTD160LF|00|A|101634202920|01.U01	645
20161208063642815+-+01+-+1+-+2+-+298353+-+YEP0PTD160LF|00|A|101634202958|01+-+3+-++-+YEP0PTD160LF|00|A|101634202958|01.U01	665
20161208063349681+-+01+-+1+-+2+-+298337+-+YEP0PTD160LF|00|A|101634202967|01+-+3+-++-+YEP0PTD160LF|00|A|101634202967|01.U01	657
20161208064104642+-+01+-+1+-+2+-+298377+-+YEP0PTD160LF|00|A|101634202982|01+-+3+-++-+YEP0PTD160LF|00|A|101634202982|01.U01	679
20161208061723476+-+01+-+1+-+2+-+298279+-+YEP0PTD160LF|00|A|101634202901|01+-+3+-++-+YEP0PTD160LF|00|A|101634202901|01.U01	626
20161208063621520+-+01+-+1+-+1+-+298351+-+YEP0PTD160LF|00|A|101634202960|01+-+3+-++-+YEP0PTD160LF|00|A|101634202960|01.U01	664
20161208061200265+-+01+-+1+-+2+-+298265+-+YEP0PTD160LF|00|A|101634202883|01+-+5+-++-+YEP0PTD160LF|00|A|101634202883|01.U01	617
20161208062316403+-+01+-+1+-+1+-+298295+-+YEP0PTD160LF|00|A|101634202911|01+-+3+-++-+YEP0PTD160LF|00|A|101634202911|01.U01	634
20161208061221227+-+01+-+1+-+1+-+298269+-+YEP0PTD160LF|00|A|101634202882|01+-+5+-++-+YEP0PTD160LF|00|A|101634202882|01.U01	619
20161208064420469+-+01+-+1+-+1+-+298395+-+YEP0PTD160LF|00|A|101634202993|01+-+3+-++-+YEP0PTD160LF|00|A|101634202993|01.U01	688
20161208063516275+-+01+-+1+-+2+-+298345+-+YEP0PTD160LF|00|A|101634202963|01+-+3+-++-+YEP0PTD160LF|00|A|101634202963|01.U01	661
20161208062706184+-+01+-+1+-+1+-+298303+-+YEP0PTD160LF|00|A|101634202915|01+-+3+-++-+YEP0PTD160LF|00|A|101634202915|01.U01	638
20161208061239691+-+01+-+1+-+1+-+298269+-+YEP0PTD160LF|00|A|101634202882|01+-+3+-++-+YEP0PTD160LF|00|A|101634202882|01.U01	620
20161208060832331+-+01+-+1+-+2+-+298245+-+YEP0PTD160LF|00|A|101634202893|01+-+3+-++-+YEP0PTD160LF|00|A|101634202893|01.U01	607
20161208063538282+-+01+-+1+-+1+-+298347+-+YEP0PTD160LF|00|A|101634202962|01+-+3+-++-+YEP0PTD160LF|00|A|101634202962|01.U01	662
20161208060640906+-+01+-+1+-+1+-+298235+-+YEP0PTD160LF|00|A|101634202898|01+-+3+-++-+YEP0PTD160LF|00|A|101634202898|01.U01	602
20161208062254490+-+01+-+1+-+2+-+298293+-+YEP0PTD160LF|00|A|101634202910|01+-+3+-++-+YEP0PTD160LF|00|A|101634202910|01.U01	633
20161208061354964+-+01+-+1+-+2+-+298273+-+YEP0PTD160LF|00|A|101634202853|01+-+3+-++-+YEP0PTD160LF|00|A|101634202853|01.U01	623
20161208063454973+-+01+-+1+-+1+-+298343+-+YEP0PTD160LF|00|A|101634202964|01+-+3+-++-+YEP0PTD160LF|00|A|101634202964|01.U01	660
20161208061125988+-+01+-+1+-+2+-+298261+-+YEP0PTD160LF|00|A|101634202885|01+-+3+-++-+YEP0PTD160LF|00|A|101634202885|01.U01	615
20161208062149719+-+01+-+1+-+1+-+298287+-+YEP0PTD160LF|00|A|101634202854|01+-+3+-++-+YEP0PTD160LF|00|A|101634202854|01.U01	630
20161208060810965+-+01+-+1+-+1+-+298243+-+YEP0PTD160LF|00|A|101634202894|01+-+3+-++-+YEP0PTD160LF|00|A|101634202894|01.U01	606
20161208063305240+-+01+-+1+-+2+-+298333+-+YEP0PTD160LF|00|A|101634202969|01+-+3+-++-+YEP0PTD160LF|00|A|101634202969|01.U01	655
20161208064253967+-+01+-+1+-+1+-+298387+-+YEP0PTD160LF|00|A|101634202989|01+-+3+-++-+YEP0PTD160LF|00|A|101634202989|01.U01	684
20161208062747471+-+01+-+1+-+1+-+298307+-+YEP0PTD160LF|00|A|101634202917|01+-+5+-++-+YEP0PTD160LF|00|A|101634202917|01.U01	641
20161208062743636+-+01+-+1+-+2+-+298305+-+YEP0PTD160LF|00|A|101634202916|01+-+5+-++-+YEP0PTD160LF|00|A|101634202916|01.U01	639
20161208061301119+-+01+-+1+-+2+-+298267+-+YEP0PTD160LF|00|A|101634202856|01+-+3+-++-+YEP0PTD160LF|00|A|101634202856|01.U01	621
