FNAME	FID
20161208080451529+-+01+-+1+-+1+-+298709+-+YEP0PTD160LF|00|A|101634203006|01+-+3+-++-+YEP0PTD160LF|00|A|101634203006|01.U01	853
20161208075437856+-+01+-+1+-+1+-+298649+-+YEP0PTD160LF|00|A|101634300103|01+-+3+-++-+YEP0PTD160LF|00|A|101634300103|01.U01	823
20161208074826885+-+01+-+1+-+1+-+298613+-+YEP0PTD160LF|00|A|101634300131|01+-+3+-++-+YEP0PTD160LF|00|A|101634300131|01.U01	803
20161208081914013+-+01+-+1+-+2+-+298783+-+YEP0PTD160LF|00|A|101634300180|01+-+3+-++-+YEP0PTD160LF|00|A|101634300180|01.U01	890
20161208082222726+-+01+-+1+-+1+-+298797+-+YEP0PTD160LF|00|A|101634300188|01+-+3+-++-+YEP0PTD160LF|00|A|101634300188|01.U01	897
20161208080142717+-+01+-+1+-+2+-+298691+-+YEP0PTD160LF|00|A|101634300111|01+-+3+-++-+YEP0PTD160LF|00|A|101634300111|01.U01	844
20161208075313521+-+01+-+1+-+1+-+298641+-+YEP0PTD160LF|00|A|101634300107|01+-+3+-++-+YEP0PTD160LF|00|A|101634300107|01.U01	817
20161208082201208+-+01+-+1+-+2+-+298795+-+YEP0PTD160LF|00|A|101634300186|01+-+3+-++-+YEP0PTD160LF|00|A|101634300186|01.U01	896
20161208080305028+-+01+-+1+-+2+-+298699+-+YEP0PTD160LF|00|A|101634300116|01+-+3+-++-+YEP0PTD160LF|00|A|101634300116|01.U01	848
20161208082120233+-+01+-+1+-+2+-+298791+-+YEP0PTD160LF|00|A|101634300184|01+-+3+-++-+YEP0PTD160LF|00|A|101634300184|01.U01	894
20161208081854205+-+01+-+1+-+1+-+298781+-+YEP0PTD160LF|00|A|101634300179|01+-+3+-++-+YEP0PTD160LF|00|A|101634300179|01.U01	889
20161208081005896+-+01+-+1+-+1+-+298737+-+YEP0PTD160LF|00|A|101634300229|01+-+3+-++-+YEP0PTD160LF|00|A|101634300229|01.U01	867
20161208080202624+-+01+-+1+-+1+-+298693+-+YEP0PTD160LF|00|A|101634300112|01+-+3+-++-+YEP0PTD160LF|00|A|101634300112|01.U01	845
20161208075323646+-+01+-+1+-+2+-+298643+-+YEP0PTD160LF|00|A|101634300106|01+-+5+-++-+YEP0PTD160LF|00|A|101634300106|01.U01	818
20161208080001902+-+01+-+1+-+1+-+298681+-+YEP0PTD160LF|00|A|101634300087|01+-+3+-++-+YEP0PTD160LF|00|A|101634300087|01.U01	839
20161208075335532+-+01+-+1+-+2+-+298643+-+YEP0PTD160LF|00|A|101634300106|01+-+3+-++-+YEP0PTD160LF|00|A|101634300106|01.U01	819
20161208080923468+-+01+-+1+-+1+-+298733+-+YEP0PTD160LF|00|A|101634300227|01+-+3+-++-+YEP0PTD160LF|00|A|101634300227|01.U01	865
20161208075722842+-+01+-+1+-+1+-+298665+-+YEP0PTD160LF|00|A|101634300095|01+-+3+-++-+YEP0PTD160LF|00|A|101634300095|01.U01	831
20161208075640111+-+01+-+1+-+1+-+298661+-+YEP0PTD160LF|00|A|101634300097|01+-+3+-++-+YEP0PTD160LF|00|A|101634300097|01.U01	829
20161208081700692+-+01+-+1+-+1+-+298773+-+YEP0PTD160LF|00|A|101634300248|01+-+3+-++-+YEP0PTD160LF|00|A|101634300248|01.U01	885
20161208081025691+-+01+-+1+-+2+-+298739+-+YEP0PTD160LF|00|A|101634300230|01+-+3+-++-+YEP0PTD160LF|00|A|101634300230|01.U01	868
20161208080511284+-+01+-+1+-+2+-+298711+-+YEP0PTD160LF|00|A|101634203007|01+-+3+-++-+YEP0PTD160LF|00|A|101634203007|01.U01	854
20161208080043213+-+01+-+1+-+1+-+298685+-+YEP0PTD160LF|00|A|101634300085|01+-+3+-++-+YEP0PTD160LF|00|A|101634300085|01.U01	841
20161208081830580+-+01+-+1+-+2+-+298779+-+YEP0PTD160LF|00|A|101634300178|01+-+3+-++-+YEP0PTD160LF|00|A|101634300178|01.U01	888
20161208081544819+-+01+-+1+-+2+-+298767+-+YEP0PTD160LF|00|A|101634300245|01+-+3+-++-+YEP0PTD160LF|00|A|101634300245|01.U01	882
20161208080943265+-+01+-+1+-+2+-+298735+-+YEP0PTD160LF|00|A|101634300228|01+-+3+-++-+YEP0PTD160LF|00|A|101634300228|01.U01	866
20161208075417986+-+01+-+1+-+2+-+298647+-+YEP0PTD160LF|00|A|101634300104|01+-+3+-++-+YEP0PTD160LF|00|A|101634300104|01.U01	822
20161208081620959+-+01+-+1+-+1+-+298769+-+YEP0PTD160LF|00|A|101634300246|01+-+3+-++-+YEP0PTD160LF|00|A|101634300246|01.U01	883
20161208075941996+-+01+-+1+-+2+-+298679+-+YEP0PTD160LF|00|A|101634300088|01+-+3+-++-+YEP0PTD160LF|00|A|101634300088|01.U01	838
20161208082242684+-+01+-+1+-+2+-+298799+-+YEP0PTD160LF|00|A|101634300189|01+-+3+-++-+YEP0PTD160LF|00|A|101634300189|01.U01	898
20161208081131905+-+01+-+1+-+1+-+298745+-+YEP0PTD160LF|00|A|101634300233|01+-+3+-++-+YEP0PTD160LF|00|A|101634300233|01.U01	871
20161208080538123+-+01+-+1+-+1+-+298713+-+YEP0PTD160LF|00|A|101634203008|01+-+3+-++-+YEP0PTD160LF|00|A|101634203008|01.U01	855
20161208081231309+-+01+-+1+-+2+-+298751+-+YEP0PTD160LF|00|A|101634300237|01+-+3+-++-+YEP0PTD160LF|00|A|101634300237|01.U01	874
20161208074909609+-+01+-+1+-+1+-+298617+-+YEP0PTD160LF|00|A|101634300133|01+-+3+-++-+YEP0PTD160LF|00|A|101634300133|01.U01	805
20161208075822433+-+01+-+1+-+2+-+298671+-+YEP0PTD160LF|00|A|101634300092|01+-+3+-++-+YEP0PTD160LF|00|A|101634300092|01.U01	834
20161208081251194+-+01+-+1+-+1+-+298753+-+YEP0PTD160LF|00|A|101634300238|01+-+3+-++-+YEP0PTD160LF|00|A|101634300238|01.U01	875
20161208075150306+-+01+-+1+-+1+-+298633+-+YEP0PTD160LF|00|A|101634300141|01+-+3+-++-+YEP0PTD160LF|00|A|101634300141|01.U01	813
20161208075457597+-+01+-+1+-+2+-+298651+-+YEP0PTD160LF|00|A|101634300102|01+-+3+-++-+YEP0PTD160LF|00|A|101634300102|01.U01	824
20161208075742610+-+01+-+1+-+2+-+298667+-+YEP0PTD160LF|00|A|101634300094|01+-+3+-++-+YEP0PTD160LF|00|A|101634300094|01.U01	832
20161208081414935+-+01+-+1+-+1+-+298761+-+YEP0PTD160LF|00|A|101634300242|01+-+3+-++-+YEP0PTD160LF|00|A|101634300242|01.U01	879
20161208082140755+-+01+-+1+-+1+-+298793+-+YEP0PTD160LF|00|A|101634300185|01+-+3+-++-+YEP0PTD160LF|00|A|101634300185|01.U01	895
20161208080637461+-+01+-+1+-+2+-+298719+-+YEP0PTD160LF|00|A|101634203011|01+-+3+-++-+YEP0PTD160LF|00|A|101634203011|01.U01	858
20161208075050914+-+01+-+1+-+2+-+298627+-+YEP0PTD160LF|00|A|101634300138|01+-+3+-++-+YEP0PTD160LF|00|A|101634300138|01.U01	810
20161208080122919+-+01+-+1+-+1+-+298689+-+YEP0PTD160LF|00|A|101634300109|01+-+3+-++-+YEP0PTD160LF|00|A|101634300109|01.U01	843
20161208075902189+-+01+-+1+-+2+-+298675+-+YEP0PTD160LF|00|A|101634300090|01+-+3+-++-+YEP0PTD160LF|00|A|101634300090|01.U01	836
20161208080407728+-+01+-+1+-+1+-+298705+-+YEP0PTD160LF|00|A|101634300119|01+-+3+-++-+YEP0PTD160LF|00|A|101634300119|01.U01	851
20161208074808793+-+01+-+1+-+1+-+298613+-+YEP0PTD160LF|00|A|101634300131|01+-+5+-++-+YEP0PTD160LF|00|A|101634300131|01.U01	802
20161208080717213+-+01+-+1+-+2+-+298723+-+YEP0PTD160LF|00|A|101634203013|01+-+3+-++-+YEP0PTD160LF|00|A|101634203013|01.U01	860
20161208075229967+-+01+-+1+-+1+-+298637+-+YEP0PTD160LF|00|A|101634300143|01+-+3+-++-+YEP0PTD160LF|00|A|101634300143|01.U01	815
20161208081640779+-+01+-+1+-+2+-+298771+-+YEP0PTD160LF|00|A|101634300247|01+-+3+-++-+YEP0PTD160LF|00|A|101634300247|01.U01	884
20161208081211548+-+01+-+1+-+1+-+298749+-+YEP0PTD160LF|00|A|101634300235|01+-+3+-++-+YEP0PTD160LF|00|A|101634300235|01.U01	873
20161208074949696+-+01+-+1+-+1+-+298621+-+YEP0PTD160LF|00|A|101634300135|01+-+3+-++-+YEP0PTD160LF|00|A|101634300135|01.U01	807
20161208080902010+-+01+-+1+-+2+-+298731+-+YEP0PTD160LF|00|A|101634203017|01+-+3+-++-+YEP0PTD160LF|00|A|101634203017|01.U01	864
20161208074929429+-+01+-+1+-+2+-+298619+-+YEP0PTD160LF|00|A|101634300134|01+-+3+-++-+YEP0PTD160LF|00|A|101634300134|01.U01	806
20161208075130563+-+01+-+1+-+2+-+298631+-+YEP0PTD160LF|00|A|101634300140|01+-+3+-++-+YEP0PTD160LF|00|A|101634300140|01.U01	812
20161208082323694+-+01+-+1+-+2+-+298803+-+YEP0PTD160LF|00|A|101634300192|01+-+3+-++-+YEP0PTD160LF|00|A|101634300192|01.U01	900
20161208082019347+-+01+-+1+-+2+-+298787+-+YEP0PTD160LF|00|A|101634300182|01+-+3+-++-+YEP0PTD160LF|00|A|101634300182|01.U01	892
20161208074846936+-+01+-+1+-+2+-+298615+-+YEP0PTD160LF|00|A|101634300132|01+-+3+-++-+YEP0PTD160LF|00|A|101634300132|01.U01	804
20161208083533385+-+01+-+1+-+1+-+298841+-+YEP0PTD160LF|00|A|101634300211|01+-+3+-++-+YEP0PTD160LF|00|A|101634300211|01.U01	919
20161208082456959+-+01+-+1+-+1+-+298809+-+YEP0PTD160LF|00|A|101634300195|01+-+3+-++-+YEP0PTD160LF|00|A|101634300195|01.U01	903
20161208085804752+-+01+-+1+-+1+-+298943+-+YEP0PTD160LF|00|A|101634300277|01+-+3+-++-+YEP0PTD160LF|00|A|101634300277|01.U01	974
20161208090057021+-+01+-+1+-+2+-+298953+-+YEP0PTD160LF|00|A|101634300282|01+-+3+-++-+YEP0PTD160LF|00|A|101634300282|01.U01	979
20161208083105190+-+01+-+1+-+1+-+298837+-+YEP0PTD160LF|00|A|101634300209|01+-+3+-++-+YEP0PTD160LF|00|A|101634300209|01.U01	917
20161208084337820+-+01+-+1+-+1+-+298881+-+YEP0PTD160LF|00|A|101634300174|01+-+3+-++-+YEP0PTD160LF|00|A|101634300174|01.U01	941
20161208085029935+-+01+-+1+-+1+-+298915+-+YEP0PTD160LF|00|A|101634300263|01+-+3+-++-+YEP0PTD160LF|00|A|101634300263|01.U01	958
20161208090730296+-+01+-+1+-+2+-+298977+-+YEP0PTD160LF|00|A|101634300317|01+-+3+-++-+YEP0PTD160LF|00|A|101634300317|01.U01	991
20161208083827279+-+01+-+1+-+2+-+298851+-+YEP0PTD160LF|00|A|101634300218|01+-+3+-++-+YEP0PTD160LF|00|A|101634300218|01.U01	924
20161208085009938+-+01+-+1+-+2+-+298913+-+YEP0PTD160LF|00|A|101634300262|01+-+3+-++-+YEP0PTD160LF|00|A|101634300262|01.U01	957
20161208083929653+-+01+-+1+-+1+-+298857+-+YEP0PTD160LF|00|A|101634300219|01+-+3+-++-+YEP0PTD160LF|00|A|101634300219|01.U01	927
20161208082718210+-+01+-+1+-+2+-+298823+-+YEP0PTD160LF|00|A|101634300202|01+-+3+-++-+YEP0PTD160LF|00|A|101634300202|01.U01	910
20161208084249123+-+01+-+1+-+1+-+298877+-+YEP0PTD160LF|00|A|101634300172|01+-+5+-++-+YEP0PTD160LF|00|A|101634300172|01.U01	937
20161208084909735+-+01+-+1+-+1+-+298907+-+YEP0PTD160LF|00|A|101634300259|01+-+3+-++-+YEP0PTD160LF|00|A|101634300259|01.U01	954
20161208090338265+-+01+-+1+-+2+-+298961+-+YEP0PTD160LF|00|A|101634300309|01+-+3+-++-+YEP0PTD160LF|00|A|101634300309|01.U01	983
20161208085846316+-+01+-+1+-+1+-+298949+-+YEP0PTD160LF|00|A|101634300281|01+-+3+-++-+YEP0PTD160LF|00|A|101634300281|01.U01	976
20161208084849889+-+01+-+1+-+2+-+298905+-+YEP0PTD160LF|00|A|101634300258|01+-+3+-++-+YEP0PTD160LF|00|A|101634300258|01.U01	953
20161208084109274+-+01+-+1+-+2+-+298867+-+YEP0PTD160LF|00|A|101634300225|01+-+3+-++-+YEP0PTD160LF|00|A|101634300225|01.U01	932
20161208090318486+-+01+-+1+-+1+-+298960+-+YEP0PTD160LF|00|A|101634300286|01+-+3+-++-+YEP0PTD160LF|00|A|101634300286|01.U01	982
20161208082956987+-+01+-+1+-+2+-+298831+-+YEP0PTD160LF|00|A|101634300204|01+-+3+-++-+YEP0PTD160LF|00|A|101634300204|01.U01	914
20161208082556234+-+01+-+1+-+2+-+298815+-+YEP0PTD160LF|00|A|101634300198|01+-+3+-++-+YEP0PTD160LF|00|A|101634300198|01.U01	906
20161208084317929+-+01+-+1+-+2+-+298879+-+YEP0PTD160LF|00|A|101634300173|01+-+3+-++-+YEP0PTD160LF|00|A|101634300173|01.U01	940
20161208084553429+-+01+-+1+-+1+-+298889+-+YEP0PTD160LF|00|A|101634300250|01+-+3+-++-+YEP0PTD160LF|00|A|101634300250|01.U01	945
20161208085526920+-+01+-+1+-+2+-+298941+-+YEP0PTD160LF|00|A|101634300276|01+-+3+-++-+YEP0PTD160LF|00|A|101634300276|01.U01	973
20161208084129144+-+01+-+1+-+1+-+298869+-+YEP0PTD160LF|00|A|101634300226|01+-+3+-++-+YEP0PTD160LF|00|A|101634300226|01.U01	933
20161208084029454+-+01+-+1+-+2+-+298863+-+YEP0PTD160LF|00|A|101634300223|01+-+3+-++-+YEP0PTD160LF|00|A|101634300223|01.U01	930
20161208084149876+-+01+-+1+-+2+-+298871+-+YEP0PTD160LF|00|A|101634300169|01+-+3+-++-+YEP0PTD160LF|00|A|101634300169|01.U01	934
20161208085220192+-+01+-+1+-+2+-+298925+-+YEP0PTD160LF|00|A|101634300268|01+-+3+-++-+YEP0PTD160LF|00|A|101634300268|01.U01	965
20161208084514431+-+01+-+1+-+2+-+298887+-+YEP0PTD160LF|00|A|101634300177|01+-+3+-++-+YEP0PTD160LF|00|A|101634300177|01.U01	944
20161208083735754+-+01+-+1+-+2+-+298849+-+YEP0PTD160LF|00|A|101634300217|01+-+3+-++-+YEP0PTD160LF|00|A|101634300217|01.U01	923
20161208082638548+-+01+-+1+-+2+-+298819+-+YEP0PTD160LF|00|A|101634300200|01+-+3+-++-+YEP0PTD160LF|00|A|101634300200|01.U01	908
20161208084358320+-+01+-+1+-+2+-+298883+-+YEP0PTD160LF|00|A|101634300175|01+-+3+-++-+YEP0PTD160LF|00|A|101634300175|01.U01	942
20161208085402064+-+01+-+1+-+2+-+298933+-+YEP0PTD160LF|00|A|101634300272|01+-+3+-++-+YEP0PTD160LF|00|A|101634300272|01.U01	969
20161208090417813+-+01+-+1+-+2+-+298965+-+YEP0PTD160LF|00|A|101634300310|01+-+3+-++-+YEP0PTD160LF|00|A|101634300310|01.U01	985
20161208085905998+-+01+-+1+-+2+-+298947+-+YEP0PTD160LF|00|A|101634300280|01+-+3+-++-+YEP0PTD160LF|00|A|101634300280|01.U01	977
20161208083043705+-+01+-+1+-+2+-+298835+-+YEP0PTD160LF|00|A|101634300208|01+-+3+-++-+YEP0PTD160LF|00|A|101634300208|01.U01	916
20161208091254109+-+01+-+1+-+2+-+298993+-+YEP0PTD160LF|00|A|101634300325|01+-+3+-++-+YEP0PTD160LF|00|A|101634300325|01.U01	999
20161208085049674+-+01+-+1+-+2+-+298917+-+YEP0PTD160LF|00|A|101634300264|01+-+3+-++-+YEP0PTD160LF|00|A|101634300264|01.U01	959
20161208082913531+-+01+-+1+-+2+-+298827+-+YEP0PTD160LF|00|A|101634300205|01+-+3+-++-+YEP0PTD160LF|00|A|101634300205|01.U01	912
20161208090258599+-+01+-+1+-+2+-+298957+-+YEP0PTD160LF|00|A|101634300284|01+-+3+-++-+YEP0PTD160LF|00|A|101634300284|01.U01	981
20161208085109484+-+01+-+1+-+1+-+298919+-+YEP0PTD160LF|00|A|101634300265|01+-+3+-++-+YEP0PTD160LF|00|A|101634300265|01.U01	960
20161208085507120+-+01+-+1+-+1+-+298939+-+YEP0PTD160LF|00|A|101634300275|01+-+3+-++-+YEP0PTD160LF|00|A|101634300275|01.U01	972
20161208084418438+-+01+-+1+-+1+-+298885+-+YEP0PTD160LF|00|A|101634300176|01+-+3+-++-+YEP0PTD160LF|00|A|101634300176|01.U01	943
20161208082516720+-+01+-+1+-+2+-+298811+-+YEP0PTD160LF|00|A|101634300196|01+-+3+-++-+YEP0PTD160LF|00|A|101634300196|01.U01	904
20161208091314483+-+01+-+1+-+1+-+298997+-+YEP0PTD160LF|00|A|101634300326|01+-+3+-++-+YEP0PTD160LF|00|A|101634300326|01.U01	1000
20161208083657847+-+01+-+1+-+2+-+298847+-+YEP0PTD160LF|00|A|101634300215|01+-+3+-++-+YEP0PTD160LF|00|A|101634300215|01.U01	922
20161208084253620+-+01+-+1+-+1+-+298877+-+YEP0PTD160LF|00|A|101634300172|01+-+3+-++-+YEP0PTD160LF|00|A|101634300172|01.U01	938
20161208085824887+-+01+-+1+-+2+-+298945+-+YEP0PTD160LF|00|A|101634300278|01+-+3+-++-+YEP0PTD160LF|00|A|101634300278|01.U01	975
20161208085424602+-+01+-+1+-+1+-+298935+-+YEP0PTD160LF|00|A|101634300273|01+-+3+-++-+YEP0PTD160LF|00|A|101634300273|01.U01	970
20161208083949605+-+01+-+1+-+2+-+298859+-+YEP0PTD160LF|00|A|101634300221|01+-+3+-++-+YEP0PTD160LF|00|A|101634300221|01.U01	928
20161208082745390+-+01+-+1+-+1+-+298825+-+YEP0PTD160LF|00|A|101634300203|01+-+3+-++-+YEP0PTD160LF|00|A|101634300203|01.U01	911
20161208083553073+-+01+-+1+-+2+-+298843+-+YEP0PTD160LF|00|A|101634300213|01+-+3+-++-+YEP0PTD160LF|00|A|101634300213|01.U01	920
20161208084633084+-+01+-+1+-+1+-+298893+-+YEP0PTD160LF|00|A|101634300252|01+-+3+-++-+YEP0PTD160LF|00|A|101634300252|01.U01	947
20161208085445651+-+01+-+1+-+2+-+298937+-+YEP0PTD160LF|00|A|101634300274|01+-+3+-++-+YEP0PTD160LF|00|A|101634300274|01.U01	971
20161208085145975+-+01+-+1+-+1+-+298923+-+YEP0PTD160LF|00|A|101634300267|01+-+5+-++-+YEP0PTD160LF|00|A|101634300267|01.U01	963
20161208090437640+-+01+-+1+-+1+-+298967+-+YEP0PTD160LF|00|A|101634300313|01+-+3+-++-+YEP0PTD160LF|00|A|101634300313|01.U01	986
20161208084009595+-+01+-+1+-+1+-+298861+-+YEP0PTD160LF|00|A|101634300222|01+-+3+-++-+YEP0PTD160LF|00|A|101634300222|01.U01	929
20161208083906832+-+01+-+1+-+2+-+298855+-+YEP0PTD160LF|00|A|101634300220|01+-+3+-++-+YEP0PTD160LF|00|A|101634300220|01.U01	926
20161208091046809+-+01+-+1+-+1+-+298991+-+YEP0PTD160LF|00|A|101634300324|01+-+3+-++-+YEP0PTD160LF|00|A|101634300324|01.U01	998
20161208090650767+-+01+-+1+-+2+-+298973+-+YEP0PTD160LF|00|A|101634300314|01+-+3+-++-+YEP0PTD160LF|00|A|101634300314|01.U01	989
20161208090238470+-+01+-+1+-+1+-+298956+-+YEP0PTD160LF|00|A|101634300285|01+-+3+-++-+YEP0PTD160LF|00|A|101634300285|01.U01	980
20161208090358096+-+01+-+1+-+1+-+298963+-+YEP0PTD160LF|00|A|101634300311|01+-+3+-++-+YEP0PTD160LF|00|A|101634300311|01.U01	984
20161208083847111+-+01+-+1+-+1+-+298853+-+YEP0PTD160LF|00|A|101634300216|01+-+3+-++-+YEP0PTD160LF|00|A|101634300216|01.U01	925
20161208084717319+-+01+-+1+-+1+-+298897+-+YEP0PTD160LF|00|A|101634300254|01+-+3+-++-+YEP0PTD160LF|00|A|101634300254|01.U01	949
20161208082618832+-+01+-+1+-+1+-+298817+-+YEP0PTD160LF|00|A|101634300199|01+-+3+-++-+YEP0PTD160LF|00|A|101634300199|01.U01	907
20161208090927654+-+01+-+1+-+1+-+298983+-+YEP0PTD160LF|00|A|101634300319|01+-+3+-++-+YEP0PTD160LF|00|A|101634300319|01.U01	994
20161208084808657+-+01+-+1+-+2+-+298901+-+YEP0PTD160LF|00|A|101634300255|01+-+3+-++-+YEP0PTD160LF|00|A|101634300255|01.U01	951
20161208084258864+-+01+-+1+-+2+-+298879+-+YEP0PTD160LF|00|A|101634300173|01+-+5+-++-+YEP0PTD160LF|00|A|101634300173|01.U01	939
20161208082415806+-+01+-+1+-+2+-+298807+-+YEP0PTD160LF|00|A|101634300194|01+-+3+-++-+YEP0PTD160LF|00|A|101634300194|01.U01	902
20161208082345459+-+01+-+1+-+1+-+298805+-+YEP0PTD160LF|00|A|101634300193|01+-+3+-++-+YEP0PTD160LF|00|A|101634300193|01.U01	901
20161208082937136+-+01+-+1+-+1+-+298829+-+YEP0PTD160LF|00|A|101634300206|01+-+3+-++-+YEP0PTD160LF|00|A|101634300206|01.U01	913
20161208091007157+-+01+-+1+-+1+-+298987+-+YEP0PTD160LF|00|A|101634300321|01+-+3+-++-+YEP0PTD160LF|00|A|101634300321|01.U01	996
20161208090947404+-+01+-+1+-+2+-+298985+-+YEP0PTD160LF|00|A|101634300322|01+-+3+-++-+YEP0PTD160LF|00|A|101634300322|01.U01	995
20161208083638105+-+01+-+1+-+1+-+298845+-+YEP0PTD160LF|00|A|101634300214|01+-+3+-++-+YEP0PTD160LF|00|A|101634300214|01.U01	921
20161208084830099+-+01+-+1+-+1+-+298903+-+YEP0PTD160LF|00|A|101634300257|01+-+3+-++-+YEP0PTD160LF|00|A|101634300257|01.U01	952
20161208085322337+-+01+-+1+-+2+-+298929+-+YEP0PTD160LF|00|A|101634300270|01+-+3+-++-+YEP0PTD160LF|00|A|101634300270|01.U01	967
20161208082658463+-+01+-+1+-+1+-+298821+-+YEP0PTD160LF|00|A|101634300201|01+-+3+-++-+YEP0PTD160LF|00|A|101634300201|01.U01	909
20161208090846142+-+01+-+1+-+1+-+298979+-+YEP0PTD160LF|00|A|101634300318|01+-+3+-++-+YEP0PTD160LF|00|A|101634300318|01.U01	992
20161208085154654+-+01+-+1+-+1+-+298923+-+YEP0PTD160LF|00|A|101634300267|01+-+3+-++-+YEP0PTD160LF|00|A|101634300267|01.U01	964
20161208085124722+-+01+-+1+-+2+-+298921+-+YEP0PTD160LF|00|A|101634300266|01+-+5+-++-+YEP0PTD160LF|00|A|101634300266|01.U01	961
20161208084232018+-+01+-+1+-+2+-+298875+-+YEP0PTD160LF|00|A|101634300171|01+-+3+-++-+YEP0PTD160LF|00|A|101634300171|01.U01	936
20161208090710524+-+01+-+1+-+1+-+298976+-+YEP0PTD160LF|00|A|101634300316|01+-+3+-++-+YEP0PTD160LF|00|A|101634300316|01.U01	990
20161208082536530+-+01+-+1+-+1+-+298813+-+YEP0PTD160LF|00|A|101634300197|01+-+3+-++-+YEP0PTD160LF|00|A|101634300197|01.U01	905
20161208085243375+-+01+-+1+-+1+-+298927+-+YEP0PTD160LF|00|A|101634300269|01+-+3+-++-+YEP0PTD160LF|00|A|101634300269|01.U01	966
20161208090034495+-+01+-+1+-+1+-+298951+-+YEP0PTD160LF|00|A|101634300283|01+-+3+-++-+YEP0PTD160LF|00|A|101634300283|01.U01	978
20161208091026942+-+01+-+1+-+2+-+298989+-+YEP0PTD160LF|00|A|101634300323|01+-+3+-++-+YEP0PTD160LF|00|A|101634300323|01.U01	997
20161208090630621+-+01+-+1+-+1+-+298971+-+YEP0PTD160LF|00|A|101634300315|01+-+3+-++-+YEP0PTD160LF|00|A|101634300315|01.U01	988
20161208090906254+-+01+-+1+-+2+-+298981+-+YEP0PTD160LF|00|A|101634300320|01+-+3+-++-+YEP0PTD160LF|00|A|101634300320|01.U01	993
20161208085129302+-+01+-+1+-+2+-+298921+-+YEP0PTD160LF|00|A|101634300266|01+-+3+-++-+YEP0PTD160LF|00|A|101634300266|01.U01	962
20161208083453265+-+01+-+1+-+2+-+298839+-+YEP0PTD160LF|00|A|101634300210|01+-+3+-++-+YEP0PTD160LF|00|A|101634300210|01.U01	918
20161208083023877+-+01+-+1+-+1+-+298833+-+YEP0PTD160LF|00|A|101634300207|01+-+3+-++-+YEP0PTD160LF|00|A|101634300207|01.U01	915
20161208084930248+-+01+-+1+-+2+-+298909+-+YEP0PTD160LF|00|A|101634300260|01+-+3+-++-+YEP0PTD160LF|00|A|101634300260|01.U01	955
20161208085342306+-+01+-+1+-+1+-+298931+-+YEP0PTD160LF|00|A|101634300271|01+-+3+-++-+YEP0PTD160LF|00|A|101634300271|01.U01	968
20161208084613198+-+01+-+1+-+2+-+298891+-+YEP0PTD160LF|00|A|101634300251|01+-+3+-++-+YEP0PTD160LF|00|A|101634300251|01.U01	946
20161208084950147+-+01+-+1+-+1+-+298911+-+YEP0PTD160LF|00|A|101634300261|01+-+3+-++-+YEP0PTD160LF|00|A|101634300261|01.U01	956
20161208090457366+-+01+-+1+-+2+-+298969+-+YEP0PTD160LF|00|A|101634300312|01+-+3+-++-+YEP0PTD160LF|00|A|101634300312|01.U01	987
20161208084654576+-+01+-+1+-+2+-+298895+-+YEP0PTD160LF|00|A|101634300253|01+-+3+-++-+YEP0PTD160LF|00|A|101634300253|01.U01	948
20161208084049496+-+01+-+1+-+1+-+298865+-+YEP0PTD160LF|00|A|101634300224|01+-+3+-++-+YEP0PTD160LF|00|A|101634300224|01.U01	931
20161208084212243+-+01+-+1+-+1+-+298873+-+YEP0PTD160LF|00|A|101634300170|01+-+3+-++-+YEP0PTD160LF|00|A|101634300170|01.U01	935
20161208084748906+-+01+-+1+-+1+-+298899+-+YEP0PTD160LF|00|A|101634300256|01+-+3+-++-+YEP0PTD160LF|00|A|101634300256|01.U01	950
20161208095829995+-+01+-+1+-+2+-+299123+-+YEP0PTD160LF|00|A|101634300412|01+-+3+-++-+YEP0PTD160LF|00|A|101634300412|01.U01	1068
20161208095703365+-+01+-+1+-+2+-+299115+-+YEP0PTD160LF|00|A|101634300408|01+-+3+-++-+YEP0PTD160LF|00|A|101634300408|01.U01	1062
20161208092906615+-+01+-+1+-+1+-+299015+-+YEP0PTD160LF|00|A|101634300291|01+-+3+-++-+YEP0PTD160LF|00|A|101634300291|01.U01	1010
20161208100320177+-+01+-+1+-+1+-+299149+-+YEP0PTD160LF|00|A|101634300425|01+-+3+-++-+YEP0PTD160LF|00|A|101634300425|01.U01	1081
20161208092947378+-+01+-+1+-+1+-+299019+-+YEP0PTD160LF|00|A|101634300293|01+-+3+-++-+YEP0PTD160LF|00|A|101634300293|01.U01	1012
20161208101142749+-+01+-+1+-+2+-+299183+-+YEP0PTD160LF|00|A|101634300442|01+-+3+-++-+YEP0PTD160LF|00|A|101634300442|01.U01	1100
20161208093311459+-+01+-+1+-+1+-+299035+-+YEP0PTD160LF|00|A|101634300301|01+-+3+-++-+YEP0PTD160LF|00|A|101634300301|01.U01	1020
20161208094132191+-+01+-+1+-+2+-+299057+-+YEP0PTD160LF|00|A|101634300334|01+-+3+-++-+YEP0PTD160LF|00|A|101634300334|01.U01	1031
20161208095643334+-+01+-+1+-+1+-+299113+-+YEP0PTD160LF|00|A|101634300407|01+-+3+-++-+YEP0PTD160LF|00|A|101634300407|01.U01	1061
20161208095414958+-+01+-+1+-+2+-+299099+-+YEP0PTD160LF|00|A|101634300354|01+-+3+-++-+YEP0PTD160LF|00|A|101634300354|01.U01	1054
